# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.450000,0.713988,-0.000017,1475.513512,3.832323,-0.001542,21.570691,0.704416,-0.061636,0.061623,-0.704415,-0.000274,-0.001583,0.000000
0.900000,3.695431,0.002856,1491.353994,9.484179,0.082341,49.121053,0.704704,-0.067759,0.058127,-0.703862,-0.021208,-0.064501,0.000000
1.350000,9.328860,0.221305,1519.896517,15.658538,1.137550,77.726346,0.705071,-0.088769,0.050230,-0.701763,-0.060548,-0.099800,0.000000
1.800000,17.911283,1.250951,1561.225498,22.608683,3.579937,105.760406,0.704350,-0.105573,0.051405,-0.700073,-0.035462,0.026122,0.000000
2.250000,29.712448,3.375057,1614.880119,29.773740,5.634147,132.449440,0.703449,-0.096682,0.061793,-0.701422,0.005876,0.032684,0.000000
2.700000,44.633126,6.235879,1680.154899,36.538426,7.184831,157.374094,0.703295,-0.104217,0.061298,-0.700541,-0.035408,-0.015733,0.000000
3.150000,62.595608,9.857579,1756.222913,42.925100,8.713306,179.169376,0.702652,-0.101860,0.067173,-0.700993,-0.009165,-0.002380,0.000000
3.600000,82.435622,13.889566,1838.000564,44.681664,9.110114,181.877295,0.702228,-0.105645,0.069788,-0.700602,-0.008892,0.030600,0.000000
4.050000,102.567386,17.989190,1918.960426,44.618955,9.084114,177.282067,0.701816,-0.107003,0.072807,-0.700502,-0.023208,-0.005020,0.000000
4.500000,122.568183,22.068665,1997.445664,44.272478,9.033563,171.558999,0.701237,-0.107411,0.077176,-0.700552,-0.014478,0.004074,0.000000
4.950000,142.413171,26.121457,2073.377987,43.934378,8.988557,165.931438,0.700727,-0.110148,0.080537,-0.700259,-0.016298,0.013652,0.000000
5.400000,162.112316,30.153376,2146.796958,43.615695,8.931702,160.390200,0.700370,-0.111546,0.082937,-0.700115,-0.015439,-0.005874,0.000000
