# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,668.000000,0.000000,0.000000,0.000000,0.897777,-0.045339,0.022097,-0.437552,0.000000,0.000000,0.000000
0.450000,-0.000000,-0.000000,668.000000,-0.000000,-0.000000,-0.000000,0.897777,-0.045339,0.022097,-0.437552,-0.000000,0.000000,0.000000
0.900000,0.004366,0.003416,668.054746,0.076916,0.060165,0.964367,0.897777,-0.045339,0.022097,-0.437552,0.000000,-0.000000,0.000000
1.350000,0.250156,0.195678,671.136441,1.208247,0.945118,15.148914,0.897777,-0.045339,0.022097,-0.437552,-0.000000,0.000000,0.000000
1.800000,1.266965,0.980481,683.122648,3.484818,2.683644,39.729667,0.897841,-0.045937,0.019959,-0.437461,0.004298,-0.026458,0.000000
2.250000,3.454827,2.745273,708.332934,6.190486,5.312003,73.076416,0.898066,-0.049799,0.009188,-0.436936,0.004983,-0.075026,0.000000
2.700000,6.655232,5.823291,747.967834,7.806078,8.426830,101.652935,0.898070,-0.057978,-0.007229,-0.435955,-0.008763,-0.069133,0.000000
3.150000,10.304261,10.181884,797.355186,8.314712,10.681769,115.198869,0.897815,-0.063217,-0.010335,-0.435689,-0.016726,0.024664,0.000000
3.600000,14.112181,15.207735,849.912552,8.591500,11.434278,116.921540,0.897721,-0.061939,-0.002528,-0.436182,-0.002410,0.017259,0.000000
4.050000,18.009962,20.355579,901.755329,8.707416,11.426346,113.276011,0.897701,-0.063762,-0.006236,-0.435922,-0.001753,-0.044407,0.000000
4.500000,21.925438,25.498597,951.767090,8.676614,11.439683,108.909651,0.897508,-0.068927,-0.013135,-0.435380,-0.012027,-0.018928,0.000000
4.950000,25.817187,30.649061,999.722514,8.629738,11.437137,104.185562,0.897312,-0.071380,-0.011779,-0.435429,-0.010873,0.011465,0.000000
5.400000,29.700853,35.774915,1045.493872,8.636096,11.331547,99.222093,0.897190,-0.072695,-0.010356,-0.435498,-0.005996,-0.010664,0.000000
5.850000,33.587264,40.841169,1088.994709,8.628375,11.181253,94.063214,0.897015,-0.076294,-0.014381,-0.435128,-0.008364,-0.030544,0.000000
6.300000,37.460734,45.842723,1130.149368,8.583798,11.053751,88.857751,0.896718,-0.081165,-0.018789,-0.434690,-0.013275,-0.020350,0.000000
6.750000,41.312663,50.790719,1168.970449,8.538989,10.937083,83.694803,0.896394,-0.085296,-0.019959,-0.434515,-0.014680,-0.007197,0.000000
7.200000,45.149491,55.684826,1205.490430,8.516527,10.810096,78.618093,0.896080,-0.088920,-0.020084,-0.434431,-0.013923,-0.010567,0.000000
7.650000,48.977550,60.511157,1239.697318,8.497641,10.641175,73.430372,0.895714,-0.093361,-0.022030,-0.434159,-0.014582,-0.022458,0.000000
8.100000,52.796921,65.263795,1271.592930,8.476286,10.484605,68.343948,0.895226,-0.099175,-0.025867,-0.433665,-0.017506,-0.029664,0.000000
8.550000,56.605383,69.950025,1301.220609,8.449684,10.345836,63.349074,0.894588,-0.106020,-0.030031,-0.433094,-0.021374,-0.029616,0.000000
9.000000,60.401607,74.577047,1328.619537,8.422570,10.220521,58.437123,0.893810,-0.113464,-0.033485,-0.432559,-0.025092,-0.027224,0.000000
9.450000,64.185930,79.149795,1353.825337,8.397215,10.103820,53.600750,0.892888,-0.121467,-0.036146,-0.432076,-0.029134,-0.025878,0.000000
9.900000,67.959812,83.671139,1376.870621,8.376450,9.991610,48.833738,0.891776,-0.130352,-0.038457,-0.431584,-0.033636,-0.028166,0.000000
10.350000,71.725410,88.142774,1397.785094,8.360199,9.882948,44.129506,0.890397,-0.140597,-0.041133,-0.430967,-0.038840,-0.034067,0.000000
10.800000,75.484410,92.566439,1416.595554,8.346809,9.778576,39.481427,0.888649,-0.152661,-0.044691,-0.430115,-0.045086,-0.042301,0.000000
11.250000,79.237706,96.944269,1433.325857,8.334583,9.679348,34.883285,0.886399,-0.166938,-0.049353,-0.428942,-0.052713,-0.051721,0.000000
11.700000,82.985562,101.278640,1447.997146,8.322529,9.585385,30.329338,0.883474,-0.183799,-0.055142,-0.427375,-0.062027,-0.061918,0.000000
12.150000,86.727968,105.571828,1460.628129,8.310359,9.496187,25.814482,0.879643,-0.203654,-0.062040,-0.425326,-0.073307,-0.073111,0.000000
12.600000,90.464877,109.825808,1471.235341,8.298121,9.410994,21.334028,0.874595,-0.226981,-0.070071,-0.422671,-0.086814,-0.085774,0.000000
13.050000,94.196294,114.042217,1479.833277,8.285985,9.329091,16.883681,0.867910,-0.254323,-0.079326,-0.419230,-0.102770,-0.100404,0.000000
13.500000,97.922300,118.222391,1486.434588,8.274091,9.249851,12.459512,0.859037,-0.286249,-0.089950,-0.414750,-0.121346,-0.117388,0.000000
13.950000,101.643011,122.367349,1491.050300,8.262442,9.172392,8.058298,0.847253,-0.323319,-0.102114,-0.408890,-0.142748,-0.137040,0.000000
14.400000,105.358491,126.477483,1493.690422,8.250768,9.094579,3.678784,0.831604,-0.366078,-0.115995,-0.401196,-0.167581,-0.159969,0.000000
14.850000,109.068585,130.551657,1494.364501,8.238339,9.011513,-0.675260,0.810755,-0.415197,-0.131815,-0.391026,-0.197768,-0.187971,0.000000
15.300000,112.772717,134.585972,1493.087864,8.224092,8.916272,-4.990497,0.782610,-0.471819,-0.149936,-0.377379,-0.237605,-0.225048,0.000000
15.750000,116.469929,138.574126,1489.882391,8.207664,8.807081,-9.243401,0.743621,-0.537800,-0.170941,-0.358557,-0.293040,-0.276749,0.000000
16.200000,120.159593,142.512503,1484.781759,8.191233,8.699943,-13.411423,0.688115,-0.614948,-0.195389,-0.331850,-0.368006,-0.346735,0.000000
16.650000,123.842829,146.410010,1477.826087,8.181319,8.640725,-17.515761,0.607898,-0.703109,-0.223212,-0.293337,-0.460284,-0.432883,0.000000
17.100000,127.520519,150.274806,1469.108015,8.129671,8.306391,-20.405850,0.526968,-0.772916,-0.245166,-0.254527,-0.533662,-0.501325,0.000000
17.550000,131.134967,153.722085,1460.056636,7.939435,7.049805,-19.851391,0.526958,-0.772924,-0.245168,-0.254522,-0.533670,-0.501333,0.000000
