# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.450000,1.106434,-0.000400,1477.703577,6.002159,-0.009241,33.188712,0.704424,-0.061720,0.061539,-0.704408,-0.000178,-0.006113,0.000000
0.900000,5.648969,0.008354,1502.092686,14.277606,0.148888,75.662248,0.704729,-0.067107,0.057851,-0.703922,-0.015210,-0.052338,0.000000
1.350000,14.057114,0.312244,1546.081387,23.211670,1.439322,119.853895,0.704900,-0.079739,0.054155,-0.702727,-0.034185,-0.024699,0.000000
1.800000,26.638940,1.384892,1609.873860,32.714757,3.196625,163.420834,0.704413,-0.079056,0.059189,-0.702886,0.007711,0.023906,0.000000
2.250000,43.419522,3.105054,1692.856662,41.795048,4.556009,204.918147,0.704492,-0.082354,0.057840,-0.702541,-0.016924,-0.004546,0.000000
2.700000,64.200509,5.490536,1793.798305,50.452427,5.980870,243.228488,0.704390,-0.082683,0.058795,-0.702525,-0.011084,-0.018149,0.000000
3.150000,88.747696,8.504581,1911.266499,58.141069,7.302776,276.365327,0.704327,-0.083938,0.059202,-0.702405,-0.007982,-0.010437,0.000000
3.600000,115.432260,11.885154,2037.161707,59.682801,7.581379,279.437183,0.704243,-0.085041,0.059830,-0.702304,-0.008725,0.000466,0.000000
4.050000,142.164211,15.275000,2161.315066,58.920060,7.450624,271.395087,0.704128,-0.085992,0.060773,-0.702222,-0.006620,0.001481,0.000000
4.500000,168.438056,18.585925,2281.318427,57.869635,7.269981,262.047452,0.704012,-0.087008,0.061708,-0.702132,-0.006132,0.000852,0.000000
4.950000,194.257594,21.819193,2397.218405,56.894122,7.103583,253.120614,0.703889,-0.088114,0.062672,-0.702032,-0.006418,0.000236,0.000000
5.400000,219.651235,24.980273,2509.176694,55.976469,6.948455,244.524576,0.703757,-0.089305,0.063688,-0.701922,-0.006999,-0.000081,0.000000
5.850000,244.653374,28.073860,2617.335327,55.140992,6.803393,236.233687,0.703878,-0.088560,0.062696,-0.701984,-0.001919,-0.000382,0.000000
6.300000,269.293679,31.104433,2721.829129,54.375880,6.667845,228.231376,0.703989,-0.087902,0.061776,-0.702037,0.002415,-0.000675,0.000000
6.750000,293.603814,34.076316,2822.788577,53.681121,6.542276,220.527048,0.704086,-0.087359,0.060958,-0.702079,0.005646,-0.000949,0.000000
7.200000,317.615291,36.993948,2920.346023,53.050312,6.426307,213.105341,0.704174,-0.086894,0.060200,-0.702114,0.005924,-0.001085,0.000000
7.650000,341.356429,39.861349,3014.621658,52.476652,6.318909,205.937212,0.704266,-0.086425,0.059410,-0.702147,0.004044,-0.001109,0.000000
8.100000,364.852067,42.682239,3105.723812,51.953010,6.220703,198.998133,0.704351,-0.085982,0.058672,-0.702179,0.000015,0.000195,0.000000
8.550000,388.121539,45.461049,3193.750784,51.476465,6.129614,192.265005,0.704337,-0.085962,0.058803,-0.702183,0.002211,-0.000594,0.000000
9.000000,411.184838,48.200694,3278.790737,51.034443,6.047470,185.719920,0.704332,-0.085967,0.058852,-0.702184,-0.000876,0.000434,0.000000
9.450000,434.058607,50.904408,3360.924255,50.630442,5.970829,179.345641,0.704338,-0.085959,0.058799,-0.702184,-0.000949,0.000112,0.000000
9.900000,456.757350,53.575294,3440.225337,50.258804,5.900327,173.128326,0.704316,-0.086108,0.058984,-0.702172,-0.000215,-0.000309,0.000000
10.350000,479.295189,56.215746,3516.761239,49.913732,5.835958,167.053518,0.704297,-0.086301,0.059129,-0.702155,-0.001932,0.000076,0.000000
10.800000,501.684141,58.828215,3590.593153,49.596696,5.775816,161.109214,0.704270,-0.086573,0.059342,-0.702131,-0.001380,-0.000408,0.000000
11.250000,523.935391,61.414830,3661.777806,49.301830,5.720913,155.286420,0.704230,-0.086963,0.059656,-0.702096,-0.002704,-0.000156,0.000000
11.700000,546.057524,63.977604,3730.367994,49.018105,5.670116,149.577367,0.704120,-0.087914,0.060522,-0.702014,-0.012049,-0.000122,0.000000
12.150000,568.056755,66.518489,3796.412289,48.761951,5.623123,143.968694,0.703897,-0.089709,0.062283,-0.701857,-0.007399,-0.000270,0.000000
12.600000,589.943894,69.038964,3859.954535,48.514325,5.579699,138.457199,0.703733,-0.091086,0.063531,-0.701731,-0.011662,-0.000377,0.000000
13.050000,611.722707,71.540720,3921.036944,48.284726,5.539642,133.034077,0.703481,-0.093109,0.065436,-0.701543,-0.011064,-0.000447,0.000000
13.500000,633.401915,74.025073,3979.697741,48.067978,5.502465,127.694320,0.703264,-0.094892,0.067030,-0.701372,-0.011992,-0.000661,0.000000
13.950000,654.985512,76.493390,4035.973545,47.862131,5.468257,122.432642,0.702977,-0.097176,0.069096,-0.701146,-0.014425,-0.000709,0.000000
14.400000,676.480140,78.946857,4089.897873,47.671103,5.436450,117.242808,0.702681,-0.099510,0.071163,-0.700908,-0.013930,-0.000948,0.000000
14.850000,697.890644,81.386570,4141.502367,47.488315,5.407120,112.121456,0.702352,-0.102083,0.073406,-0.700637,-0.016739,-0.001090,0.000000
15.300000,719.221478,83.813589,4190.816608,47.317474,5.379958,107.063046,0.701964,-0.105033,0.075980,-0.700315,-0.017879,-0.001278,0.000000
15.750000,740.477860,86.228827,4237.867976,47.156632,5.354762,102.063750,0.701549,-0.108151,0.078647,-0.699962,-0.019171,-0.001536,0.000000
16.200000,761.663637,88.633164,4282.682323,47.003897,5.331484,97.120016,0.701071,-0.111649,0.081617,-0.699552,-0.021851,-0.001765,0.000000
16.650000,782.782784,91.027408,4325.283698,46.860386,5.309806,92.227727,0.700520,-0.115568,0.084927,-0.699073,-0.024044,-0.002107,0.000000
17.100000,803.838607,93.411921,4365.694643,46.721662,5.287978,87.384376,0.699877,-0.120173,0.088621,-0.698482,-0.029301,-0.003862,0.000000
17.550000,824.833562,95.786911,4403.936272,46.591097,5.268099,82.585381,0.699091,-0.125869,0.092896,-0.697710,-0.033409,-0.004712,0.000000
18.000000,845.772090,98.153624,4440.027571,46.470280,5.250869,77.827037,0.698196,-0.131928,0.097554,-0.696851,-0.034811,-0.004123,0.000000
18.450000,866.657570,100.512732,4473.986493,46.354680,5.233999,73.107893,0.697188,-0.138274,0.102580,-0.695907,-0.038288,-0.004488,0.000000
18.900000,887.491920,102.864232,4505.830194,46.243286,5.217224,68.425514,0.695994,-0.145536,0.108219,-0.694766,-0.044327,-0.005852,0.000000
19.350000,908.277461,105.208431,4535.574455,46.138034,5.201716,63.776494,0.694557,-0.153961,0.114621,-0.693360,-0.050411,-0.006887,0.000000
19.800000,929.017127,107.546003,4563.233632,46.039245,5.187699,59.158117,0.692847,-0.163386,0.121798,-0.691689,-0.056079,-0.007391,0.000000
20.250000,949.713527,109.877478,4588.821086,45.945441,5.174483,54.568580,0.690815,-0.173811,0.129817,-0.689718,-0.062841,-0.008083,0.000000
20.700000,970.368603,112.203092,4612.349417,45.855513,5.161641,50.006128,0.688365,-0.185564,0.138865,-0.687340,-0.071695,-0.009342,0.000000
21.150000,990.984029,114.523015,4633.830364,45.769192,5.149203,45.468760,0.685362,-0.199038,0.149180,-0.684403,-0.082713,-0.011069,0.000000
21.600000,1011.561429,116.837466,4653.274756,45.686510,5.137350,40.954448,0.681639,-0.214580,0.161004,-0.680736,-0.095704,-0.013035,0.000000
22.050000,1032.102422,119.146733,4670.692552,45.607353,5.126168,36.461390,0.676988,-0.232479,0.174582,-0.676138,-0.110747,-0.015145,0.000000
22.500000,1052.608504,121.451100,4686.092974,45.531285,5.115552,31.988173,0.671137,-0.253050,0.190187,-0.670349,-0.128398,-0.017525,0.000000
22.950000,1073.080959,123.750788,4699.484696,45.457833,5.105351,27.533687,0.663721,-0.276700,0.208140,-0.663008,-0.149387,-0.020356,0.000000
23.400000,1093.520894,126.045960,4710.875950,45.386710,5.095462,23.097049,0.654248,-0.303916,0.228804,-0.653626,-0.174410,-0.023795,0.000000
23.850000,1113.929353,128.336746,4720.274601,45.317968,5.085859,18.677549,0.642066,-0.335216,0.252555,-0.641542,-0.204007,-0.027937,0.000000
24.300000,1134.307495,130.623287,4727.688225,45.252090,5.076613,14.274601,0.626331,-0.371059,0.279724,-0.625906,-0.238515,-0.032819,0.000000
24.750000,1154.656814,132.905775,4733.124145,45.190078,5.067882,9.887656,0.605980,-0.411743,0.310527,-0.605646,-0.277991,-0.038427,0.000000
25.200000,1174.979388,135.184492,4736.589393,45.133545,5.059898,5.515902,0.579736,-0.457265,0.344954,-0.579481,-0.321999,-0.044687,0.000000
25.650000,1195.278162,137.459842,4738.090196,45.084736,5.052976,1.157586,0.546177,-0.507118,0.382622,-0.545982,-0.369100,-0.051397,0.000000
26.100000,1215.557169,139.732380,4737.632176,45.046029,5.047448,-3.191374,0.503963,-0.560017,0.422558,-0.503805,-0.415834,-0.058073,0.000000
26.550000,1235.821227,142.002770,4735.217940,45.018800,5.043498,-7.540143,0.452359,-0.613596,0.462978,-0.452206,-0.455067,-0.063722,0.000000
27.000000,1256.074338,144.271559,4730.844883,45.008017,5.041826,-11.912594,0.392084,-0.664363,0.501243,-0.391895,-0.474199,-0.066587,0.000000
27.450000,1276.167144,146.517724,4724.654893,43.358680,4.809636,-14.605061,0.353380,-0.691530,0.521703,-0.353147,-0.468817,-0.065955,0.000000
27.900000,1294.885336,148.570337,4718.018650,39.981869,4.333869,-14.920762,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
28.350000,1312.257729,150.433149,4711.205764,37.325407,3.958796,-15.374593,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
28.800000,1328.551897,152.143543,4704.171522,35.161257,3.652460,-15.895393,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
29.250000,1343.955711,153.727729,4696.896850,33.350342,3.395356,-16.437011,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
29.700000,1358.606855,155.204878,4689.379669,31.804483,3.175112,-16.969227,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
30.150000,1372.610505,156.589596,4681.628991,30.466067,2.983639,-17.472656,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
30.600000,1386.051140,157.893586,4673.660445,29.295012,2.815313,-17.935395,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
31.050000,1398.997080,159.126283,4665.494053,28.263835,2.666278,-18.351543,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
31.500000,1411.506455,160.295694,4657.151353,27.351952,2.533655,-18.719050,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
31.950000,1423.629381,161.408706,4648.654126,26.543511,2.415230,-19.038636,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
32.400000,1435.409202,162.471262,4640.023377,25.825921,2.309251,-19.312998,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
32.850000,1446.884618,163.488660,4631.278720,25.188422,2.214227,-19.545809,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
33.300000,1458.089487,164.465528,4622.437794,24.621996,2.128913,-19.741331,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
33.750000,1469.053939,165.405982,4613.516379,24.118749,2.052221,-19.903997,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
34.200000,1479.804839,166.313684,4604.528383,23.671669,1.983190,-20.038174,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
34.650000,1490.365979,167.191880,4595.485656,23.274521,1.920965,-20.147903,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
35.100000,1500.758553,168.043459,4586.398339,22.921711,1.864782,-20.236853,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
35.550000,1511.001418,168.870988,4577.275059,22.608220,1.813954,-20.308312,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
36.000000,1521.111222,169.676735,4568.123028,22.329574,1.767872,-20.365155,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
36.450000,1531.102667,170.462704,4558.948223,22.081781,1.725992,-20.409838,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
36.900000,1540.988943,171.230689,4549.755690,21.861230,1.687821,-20.444480,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
37.350000,1550.781466,171.982246,4540.549467,21.664767,1.652931,-20.470838,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
37.800000,1560.490481,172.718770,4531.332965,21.489549,1.620935,-20.490424,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
38.250000,1570.124932,173.441479,4522.108929,21.333073,1.591492,-20.504473,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
38.700000,1579.692752,174.151454,4512.879618,21.193113,1.564299,-20.514016,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
39.150000,1589.200963,174.849651,4503.646875,21.067685,1.539086,-20.519903,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
39.600000,1598.655620,175.536898,4494.412153,20.955075,1.515621,-20.522816,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
40.050000,1608.062130,176.213929,4485.176659,20.853749,1.493695,-20.523324,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
40.500000,1617.425199,176.881387,4475.941349,20.762364,1.473125,-20.521888,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
40.950000,1626.749193,177.539869,4466.707070,20.679677,1.453741,-20.518914,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
41.400000,1636.037728,178.189867,4457.474437,20.604655,1.435405,-20.514703,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
41.850000,1645.294133,178.831836,4448.243983,20.536344,1.417985,-20.509512,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
42.300000,1654.521161,179.466152,4439.016069,20.473956,1.401375,-20.503521,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
42.750000,1663.721344,180.093162,4429.791004,20.416766,1.385476,-20.496880,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
43.200000,1672.896827,180.713159,4420.569032,20.364158,1.370203,-20.489712,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
43.650000,1682.049579,181.326412,4411.350373,20.315565,1.355481,-20.482130,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
44.100000,1691.181271,181.933152,4402.135193,20.270510,1.341244,-20.474218,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
44.550000,1700.293417,182.533585,4392.923633,20.228561,1.327435,-20.466050,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
45.000000,1709.387314,183.127889,4383.715797,20.189340,1.314000,-20.457682,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
45.450000,1718.464112,183.716223,4374.511764,20.152506,1.300889,-20.449154,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
45.900000,1727.524831,184.298727,4365.311597,20.117785,1.288071,-20.440502,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
46.350000,1736.570372,184.875528,4356.115345,20.084958,1.275530,-20.431756,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
46.800000,1745.601505,185.446730,4346.923046,20.053754,1.263211,-20.422935,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
47.250000,1754.618840,186.012408,4337.734722,20.023836,1.251018,-20.414042,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
47.700000,1763.622806,186.572571,4328.550403,19.994812,1.238824,-20.405073,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
48.150000,1772.613556,187.127120,4319.370127,19.966215,1.226457,-20.396023,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
48.600000,1781.591218,187.675949,4310.193933,19.937567,1.213742,-20.386883,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
49.050000,1790.555919,188.218950,4301.021861,19.908392,1.200505,-20.377645,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
49.500000,1799.507539,188.755925,4291.853955,19.878290,1.186598,-20.368307,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
49.950000,1808.445494,189.286512,4282.690269,19.847006,1.171928,-20.358873,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
50.400000,1817.369147,189.810326,4273.530855,19.814298,1.156407,-20.349346,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
50.850000,1826.277860,190.326985,4264.375768,19.779926,1.139945,-20.339732,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
51.300000,1835.170986,190.836116,4255.225046,19.743876,1.122557,-20.330045,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
51.750000,1844.047847,191.337374,4246.078693,19.706644,1.104483,-20.320318,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
52.200000,1852.907782,191.830424,4236.936710,19.668772,1.085984,-20.310585,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
52.650000,1861.750388,192.315026,4227.799103,19.630449,1.067164,-20.300862,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
53.100000,1870.575437,192.791003,4218.665886,19.591631,1.048022,-20.291155,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
53.550000,1879.382736,193.258208,4209.537063,19.552292,1.028564,-20.281466,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
54.000000,1888.172181,193.716563,4200.412613,19.512476,1.008817,-20.271788,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
54.450000,1896.943686,194.166007,4191.292514,19.472243,0.988817,-20.262116,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
54.900000,1905.697087,194.606438,4182.176753,19.431652,0.968597,-20.252449,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
55.350000,1914.432163,195.037730,4173.065326,19.390763,0.948194,-20.242792,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
55.800000,1923.148719,195.459767,4163.958230,19.349630,0.927639,-20.233149,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
56.250000,1931.846671,195.872500,4154.855460,19.308278,0.906948,-20.223523,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
56.700000,1940.525965,196.275892,4145.757013,19.266728,0.886132,-20.213915,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
57.150000,1949.186546,196.669906,4136.662884,19.224998,0.865205,-20.204326,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
57.600000,1957.828348,197.054504,4127.573066,19.183110,0.844178,-20.194758,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
58.050000,1966.451301,197.429638,4118.487550,19.141088,0.823067,-20.185212,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
58.500000,1975.055334,197.795267,4109.406329,19.098953,0.801886,-20.175686,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
58.950000,1983.640385,198.151350,4100.329392,19.056727,0.780646,-20.166182,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
59.400000,1992.206418,198.497865,4091.256731,19.014423,0.759357,-20.156699,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
59.850000,2000.753400,198.834790,4082.188336,18.972053,0.738025,-20.147236,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
60.300000,2009.281300,199.162106,4073.124195,18.929629,0.716658,-20.137793,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
60.750000,2017.790097,199.479798,4064.064302,18.887159,0.695260,-20.128368,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
61.200000,2026.279776,199.787857,4055.008646,18.844651,0.673838,-20.118962,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
61.650000,2034.750321,200.086272,4045.957221,18.802111,0.652393,-20.109573,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
62.100000,2043.201719,200.375034,4036.910017,18.759546,0.630931,-20.100203,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
62.550000,2051.633960,200.654136,4027.867026,18.716961,0.609455,-20.090850,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
63.000000,2060.047037,200.923573,4018.828239,18.674361,0.587967,-20.081514,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
63.450000,2068.440942,201.183339,4009.793649,18.631752,0.566471,-20.072195,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
63.900000,2076.815670,201.433429,4000.763246,18.589136,0.544970,-20.062893,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
64.350000,2085.171217,201.673841,3991.737024,18.546518,0.523465,-20.053609,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
64.800000,2093.507584,201.904574,3982.714976,18.503900,0.501957,-20.044341,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
65.250000,2101.824770,202.125626,3973.697095,18.461284,0.480449,-20.035091,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
65.700000,2110.122775,202.336997,3964.683376,18.418672,0.458942,-20.025859,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
66.150000,2118.401601,202.538688,3955.673810,18.376067,0.437436,-20.016644,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
66.600000,2126.661253,202.730700,3946.668386,18.333470,0.415933,-20.007446,0.353378,-0.691531,0.521704,-0.353146,-0.468817,-0.065955,0.000000
