# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.726076,0.128027,-0.117315,-0.665326,0.000000,0.000000,0.000000
0.450000,-2.183244,-0.191421,1477.449263,-11.824881,-1.043906,31.754068,0.726061,0.127938,-0.117409,-0.665343,0.000095,-0.006174,0.000000
0.900000,-11.117626,-0.964184,1500.713877,-28.066763,-2.305164,72.075316,0.724989,0.125335,-0.123652,-0.665877,0.031156,-0.052401,0.000000
1.350000,-27.655094,-2.105002,1542.558561,-45.696975,-2.550345,113.840078,0.721724,0.127738,-0.141276,-0.665461,0.079233,-0.023917,0.000000
1.800000,-52.470687,-3.200648,1603.008717,-64.632004,-2.457672,154.542998,0.721215,0.136638,-0.143945,-0.663670,-0.009493,0.022924,0.000000
2.250000,-85.675754,-4.385438,1681.363603,-82.827191,-2.686634,193.232065,0.720149,0.137456,-0.149171,-0.663505,0.043414,-0.002752,0.000000
2.700000,-126.924679,-5.609708,1776.405540,-100.290669,-2.796142,228.722326,0.719711,0.140264,-0.151257,-0.662920,0.030712,-0.017173,0.000000
3.150000,-175.794063,-6.873983,1886.723047,-115.885068,-2.844690,259.230735,0.719038,0.142852,-0.154406,-0.662371,0.024489,-0.009336,0.000000
3.600000,-228.992402,-8.153874,2004.699221,-118.971123,-2.843730,261.632875,0.718413,0.145249,-0.157282,-0.661852,0.018727,0.001014,0.000000
4.050000,-282.253688,-9.432775,2120.849264,-117.324919,-2.836848,253.700893,0.717909,0.147762,-0.159553,-0.661298,0.015827,0.002663,0.000000
4.500000,-334.536995,-10.708428,2232.939427,-115.081980,-2.829024,244.569081,0.717366,0.150309,-0.161963,-0.660728,0.015711,0.001607,0.000000
4.950000,-385.853380,-11.980090,2341.029728,-113.010987,-2.820159,235.885501,0.716775,0.152942,-0.164535,-0.660129,0.016603,0.000611,0.000000
5.400000,-436.263212,-13.247239,2445.283173,-111.051281,-2.809884,227.512340,0.716140,0.155689,-0.167254,-0.659493,0.017697,0.000134,0.000000
5.850000,-485.813680,-14.509425,2545.834511,-109.178857,-2.798774,219.432714,0.715365,0.158922,-0.170501,-0.658731,0.034087,-0.001599,0.000000
6.300000,-534.540147,-15.766340,2642.809274,-107.392394,-2.786890,211.609327,0.714217,0.163476,-0.175194,-0.657630,0.030769,-0.001514,0.000000
6.750000,-582.477254,-17.017703,2736.319043,-105.675860,-2.774454,204.029616,0.712995,0.168177,-0.180038,-0.656461,0.029280,-0.001551,0.000000
7.200000,-629.659545,-18.263325,2826.475107,-104.040195,-2.761646,196.702838,0.711700,0.173012,-0.185020,-0.655223,0.029930,-0.001700,0.000000
7.650000,-676.123646,-19.503092,2913.387293,-102.481454,-2.748537,189.609214,0.710337,0.177950,-0.190109,-0.653922,0.032159,-0.001885,0.000000
8.100000,-721.903209,-20.736924,2997.155247,-100.994528,-2.735214,182.726415,0.708905,0.182981,-0.195298,-0.652557,0.034385,-0.002001,0.000000
8.550000,-767.029144,-21.964759,3077.869559,-99.574812,-2.721712,176.035027,0.707389,0.188141,-0.200628,-0.651116,0.035473,-0.002008,0.000000
9.000000,-811.531804,-23.185656,3155.612181,-98.222989,-2.705436,169.517451,0.705963,0.193282,-0.205495,-0.649638,0.033486,-0.000649,0.000000
9.450000,-855.438486,-24.399629,3230.459848,-96.929930,-2.688749,163.163051,0.704365,0.198689,-0.210791,-0.648043,0.033645,-0.000130,0.000000
9.900000,-898.776092,-25.605902,3302.481870,-95.690643,-2.672286,156.958586,0.702711,0.204201,-0.216105,-0.646372,0.037370,-0.001389,0.000000
10.350000,-941.568837,-26.804159,3371.742466,-94.506634,-2.653748,150.888974,0.700967,0.209876,-0.221548,-0.644604,0.037576,-0.000962,0.000000
10.800000,-983.839299,-27.994221,3438.300991,-93.371036,-2.634857,144.946249,0.699050,0.215805,-0.227351,-0.642704,0.038661,-0.000848,0.000000
11.250000,-1025.609300,-29.175615,3502.211741,-92.280252,-2.615866,139.120258,0.697043,0.221884,-0.233241,-0.640701,0.041120,-0.001427,0.000000
11.700000,-1066.898222,-30.348236,3563.524891,-91.232789,-2.595772,133.399791,0.694883,0.228188,-0.239386,-0.638562,0.041812,-0.001105,0.000000
12.150000,-1107.724469,-31.511894,3622.286631,-90.223916,-2.575828,127.779185,0.692562,0.234718,-0.245785,-0.636282,0.043961,-0.001439,0.000000
12.600000,-1148.105497,-32.666385,3678.539888,-89.253154,-2.555382,122.250337,0.690102,0.241450,-0.252357,-0.633859,0.045566,-0.001507,0.000000
13.050000,-1188.059334,-33.811587,3732.323724,-88.325614,-2.534266,116.802934,0.687661,0.247974,-0.258674,-0.631441,0.041302,-0.000726,0.000000
13.500000,-1227.602339,-34.947349,3783.676253,-87.427274,-2.513603,111.443379,0.685042,0.254776,-0.265247,-0.628848,0.048257,-0.001581,0.000000
13.950000,-1266.750432,-36.073690,3832.632875,-86.569603,-2.492301,106.154056,0.682226,0.261824,-0.272098,-0.626082,0.046521,-0.001141,0.000000
14.400000,-1305.518911,-37.190506,3879.226489,-85.740172,-2.471366,100.939997,0.679191,0.269176,-0.279248,-0.623109,0.051800,-0.001727,0.000000
14.850000,-1343.921996,-38.297852,3923.488052,-84.945295,-2.450136,95.788672,0.675907,0.276835,-0.286736,-0.619915,0.051757,-0.001538,0.000000
15.300000,-1381.973534,-39.395685,3965.446180,-84.177196,-2.429185,90.702146,0.672399,0.284752,-0.294472,-0.616508,0.056020,-0.001938,0.000000
15.750000,-1419.686008,-40.484109,4005.128294,-83.438632,-2.408225,85.671802,0.668564,0.293066,-0.302648,-0.612812,0.057410,-0.001964,0.000000
16.200000,-1457.072047,-41.563119,4042.559202,-82.725449,-2.387449,80.697003,0.664494,0.301596,-0.311025,-0.608893,0.060644,-0.002186,0.000000
