# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.972581,0.085090,-0.018864,-0.215616,0.000000,0.000000,0.000000
0.450000,-0.467589,-1.003160,1477.703575,-2.536265,-5.448575,33.187307,0.972589,0.084972,-0.018894,-0.215623,-0.005112,-0.002634,0.000000
0.900000,-2.387295,-5.111610,1502.093942,-6.037548,-12.797011,75.684461,0.972887,0.080183,-0.020748,-0.215943,-0.028819,-0.023732,0.000000
1.350000,-5.954612,-12.443544,1546.129857,-9.890842,-19.678842,120.081475,0.972981,0.076183,-0.025637,-0.216442,0.018961,-0.015248,0.000000
1.800000,-11.356039,-22.847592,1610.092914,-14.137560,-26.707650,163.925079,0.972375,0.084057,-0.026440,-0.216153,0.016259,0.008776,0.000000
2.250000,-18.649381,-36.493724,1693.341722,-18.257430,-33.779469,205.616111,0.972383,0.082949,-0.028148,-0.216330,0.018342,-0.005826,0.000000
2.700000,-27.778205,-53.202613,1794.645354,-22.272834,-40.448369,244.125393,0.972184,0.085031,-0.029017,-0.216301,-0.000635,-0.010792,0.000000
3.150000,-38.669449,-72.813903,1912.560176,-25.904060,-46.356102,277.435280,0.972020,0.086398,-0.030225,-0.216330,0.002936,-0.007548,0.000000
3.600000,-50.575908,-94.072091,2038.951153,-26.644344,-47.535506,280.550592,0.971861,0.087853,-0.031147,-0.216331,0.010053,-0.000697,0.000000
4.050000,-62.504140,-115.365450,2163.604335,-26.270631,-46.941000,272.498613,0.971690,0.089542,-0.031845,-0.216302,0.010015,-0.000825,0.000000
4.500000,-74.207958,-136.302063,2284.099995,-25.753980,-46.121098,263.132435,0.971513,0.091253,-0.032574,-0.216273,0.009427,-0.001179,0.000000
4.950000,-85.687534,-156.883146,2400.484078,-25.270492,-45.356121,254.187656,0.971327,0.093015,-0.033337,-0.216244,0.009098,-0.001496,0.000000
5.400000,-96.955188,-177.129241,2512.918542,-24.810835,-44.632510,245.574369,0.971129,0.094845,-0.034132,-0.216214,0.009439,-0.002111,0.000000
5.850000,-108.011815,-197.058642,2621.547538,-24.346268,-43.947918,237.268374,0.970701,0.097357,-0.037870,-0.216395,0.011942,-0.006839,0.000000
6.300000,-118.861704,-216.688157,2726.502982,-23.883883,-43.299543,229.244520,0.970245,0.099954,-0.041618,-0.216569,0.014180,-0.011055,0.000000
