# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,668.000000,0.000000,0.000000,0.000000,0.894074,-0.042153,0.021001,-0.445437,0.000000,0.000000,0.000000
0.450000,-0.000000,-0.000000,668.000000,-0.000000,-0.000000,-0.000001,0.894074,-0.042153,0.021001,-0.445437,0.000000,-0.000000,0.000000
0.900000,0.140883,0.106295,669.867461,1.031114,0.777963,13.667790,0.894074,-0.042153,0.021001,-0.445437,0.000000,-0.000000,0.000000
1.350000,1.229132,0.918279,683.745153,4.126353,3.071714,51.320777,0.894133,-0.042619,0.019027,-0.445362,0.006364,-0.029030,0.000000
1.800000,3.927455,3.049372,717.958946,7.578960,6.447461,99.050221,0.894404,-0.046657,0.005765,-0.444782,0.010991,-0.088201,0.000000
2.250000,7.677500,6.624991,769.316572,8.721393,9.108510,123.710383,0.894397,-0.053268,-0.008377,-0.444012,-0.010467,-0.021814,0.000000
2.700000,11.637182,10.945987,825.854915,8.844427,9.821930,125.255622,0.894244,-0.053653,-0.001685,-0.444349,-0.011795,0.042893,0.000000
3.150000,15.646182,15.362744,881.380509,8.968826,9.775549,121.319925,0.894210,-0.053648,-0.000166,-0.444422,0.002983,-0.034298,0.000000
3.600000,19.684240,19.744085,934.909028,8.947666,9.709279,116.466034,0.894166,-0.057845,-0.008569,-0.443900,-0.005889,-0.028952,0.000000
4.050000,23.689062,24.103581,986.131639,8.857485,9.648952,111.092888,0.894023,-0.060195,-0.008162,-0.443883,-0.011573,0.014851,0.000000
4.500000,27.667108,28.410483,1034.847030,8.832893,9.482037,105.431619,0.893920,-0.061080,-0.005614,-0.444010,-0.005171,-0.006346,0.000000
4.950000,31.638956,32.634737,1081.025118,8.813679,9.299441,99.829761,0.893828,-0.063995,-0.009471,-0.443718,-0.004512,-0.029730,0.000000
5.400000,35.591994,36.783524,1124.680072,8.750721,9.143073,94.188273,0.893656,-0.067924,-0.013763,-0.443369,-0.009950,-0.016105,0.000000
5.850000,39.515515,40.865897,1165.814843,8.691656,8.999970,88.656146,0.893451,-0.070997,-0.014136,-0.443289,-0.012224,-0.002250,0.000000
6.300000,43.419059,44.881590,1204.490893,8.661450,8.845739,83.258899,0.893248,-0.073780,-0.013853,-0.443253,-0.010922,-0.009341,0.000000
6.750000,47.312437,48.826962,1240.765959,8.642224,8.690986,77.982775,0.893014,-0.077518,-0.016043,-0.443013,-0.010707,-0.022161,0.000000
7.200000,51.195925,52.706064,1274.691686,8.616171,8.552799,72.815292,0.892702,-0.082358,-0.019869,-0.442613,-0.013156,-0.025743,0.000000
7.650000,55.066124,56.527128,1306.314444,8.584557,8.431978,67.746074,0.892300,-0.087741,-0.023214,-0.442226,-0.016618,-0.021791,0.000000
8.100000,58.922336,60.296259,1335.676704,8.554492,8.320922,62.767269,0.891820,-0.093362,-0.025375,-0.441924,-0.019842,-0.018060,0.000000
8.550000,62.765687,64.016651,1362.817302,8.527908,8.214673,57.870759,0.891248,-0.099436,-0.026707,-0.441674,-0.023537,-0.017386,0.000000
9.000000,66.598328,67.689840,1387.771566,8.506964,8.111103,53.049050,0.890543,-0.106406,-0.027962,-0.441394,-0.027312,-0.020979,0.000000
9.450000,70.422598,71.317234,1410.571539,8.490316,8.011448,48.294873,0.889660,-0.114644,-0.029858,-0.440987,-0.031262,-0.027234,0.000000
9.900000,74.239881,74.901003,1431.246041,8.475503,7.917465,43.601315,0.888544,-0.124386,-0.032682,-0.440396,-0.035835,-0.034169,0.000000
10.350000,78.050580,78.443881,1449.820822,8.460897,7.829674,38.961758,0.887124,-0.135807,-0.036369,-0.439596,-0.041492,-0.040920,0.000000
10.800000,81.854645,81.948556,1466.318849,8.446012,7.747515,34.370365,0.885300,-0.149135,-0.040760,-0.438566,-0.048580,-0.047663,0.000000
11.250000,85.651970,85.417322,1480.760548,8.431012,7.669863,29.821658,0.882936,-0.164694,-0.045756,-0.437270,-0.057354,-0.055072,0.000000
11.700000,89.442586,88.851950,1493.163992,8.416243,7.595637,25.310647,0.879842,-0.182920,-0.051380,-0.435634,-0.068032,-0.063860,0.000000
12.150000,93.226661,92.253789,1503.545073,8.401955,7.524038,20.832592,0.875760,-0.204333,-0.057756,-0.433539,-0.080808,-0.074554,0.000000
12.600000,97.004438,95.623908,1511.917589,8.388264,7.454614,16.382969,0.870341,-0.229504,-0.065062,-0.430813,-0.095828,-0.087454,0.000000
13.050000,100.776190,98.963229,1518.293357,8.375171,7.387132,11.957445,0.863130,-0.259003,-0.073495,-0.427225,-0.113159,-0.102652,0.000000
13.500000,104.542160,102.272527,1522.682335,8.362531,7.321062,7.552198,0.853537,-0.293355,-0.083235,-0.422480,-0.132855,-0.120157,0.000000
13.950000,108.302464,105.552056,1525.093052,8.349850,7.254104,3.165142,0.840800,-0.333045,-0.094443,-0.416194,-0.155418,-0.140368,0.000000
14.400000,112.056820,108.800074,1525.533669,8.335781,7.179394,-1.200027,0.823827,-0.378771,-0.107331,-0.407824,-0.183257,-0.165405,0.000000
14.850000,115.804110,112.010521,1524.018058,8.318027,7.084910,-5.527628,0.800731,-0.432085,-0.122343,-0.396435,-0.222474,-0.200741,0.000000
15.300000,119.542216,115.172099,1520.568902,8.294928,6.962080,-9.788900,0.767905,-0.496010,-0.140331,-0.380243,-0.281955,-0.254374,0.000000
15.750000,123.268967,118.273401,1515.224619,8.268053,6.819709,-13.936614,0.719314,-0.573901,-0.162239,-0.356266,-0.367477,-0.331495,0.000000
16.200000,126.971118,121.244543,1508.325914,8.144599,6.166403,-15.721759,0.690938,-0.612755,-0.173161,-0.342261,-0.412687,-0.372258,0.000000
16.650000,130.594473,123.799196,1501.238910,7.963215,5.209645,-15.782147,0.690925,-0.612772,-0.173166,-0.342254,-0.412707,-0.372276,0.000000
17.100000,134.140827,125.948727,1494.118602,7.801439,4.360802,-15.867543,0.690930,-0.612766,-0.173164,-0.342257,-0.412699,-0.372269,0.000000
17.550000,137.618185,127.737248,1486.955849,7.656137,3.602822,-15.969160,0.690928,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
18.000000,141.033432,129.202776,1479.745138,7.524775,2.921927,-16.078869,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
18.450000,144.392354,130.377351,1472.484202,7.405451,2.307775,-16.191351,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
18.900000,147.699975,131.288861,1465.172887,7.296650,1.752100,-16.302697,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
19.350000,150.960737,131.962033,1457.812376,7.197124,1.248108,-16.410148,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
19.800000,154.178613,132.419008,1450.404710,7.105831,0.790089,-16.511751,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
20.250000,157.357099,132.679348,1442.952839,7.021912,0.373335,-16.606377,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
20.700000,160.499331,132.760605,1435.460089,6.944636,-0.006172,-16.693419,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
21.150000,163.608141,132.678680,1427.929930,6.873369,-0.351928,-16.772637,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
21.600000,166.686126,132.448161,1420.365880,6.807550,-0.667049,-16.844044,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
22.050000,169.735625,132.082219,1412.771390,6.746682,-0.954279,-16.907871,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
22.500000,172.758769,131.592857,1405.149796,6.690326,-1.216074,-16.964490,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
22.950000,175.757497,130.991021,1397.504268,6.638085,-1.454641,-17.014370,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
23.400000,178.733567,130.286628,1389.837702,6.589606,-1.671966,-17.058021,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
23.850000,181.688587,129.488766,1382.152764,6.544565,-1.869862,-17.095962,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
24.300000,184.624065,128.605962,1374.451949,6.502657,-2.050023,-17.128718,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
24.750000,187.541347,127.645822,1366.737468,6.463619,-2.213965,-17.156796,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
25.200000,190.441670,126.615347,1359.011333,6.427208,-2.363078,-17.180692,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
25.650000,193.326142,125.520826,1351.275292,6.393183,-2.498608,-17.200855,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
26.100000,196.195804,124.368154,1343.530945,6.361329,-2.621726,-17.217709,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
26.550000,199.051619,123.162728,1335.779714,6.331528,-2.733546,-17.231644,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
27.000000,201.894480,121.909570,1328.022887,6.303639,-2.835088,-17.243025,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
27.450000,204.725111,120.612927,1320.261474,6.277330,-2.927123,-17.252140,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
27.900000,207.544194,119.276883,1312.496424,6.252221,-3.010363,-17.259268,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
28.350000,210.352100,117.905319,1304.728587,6.227650,-3.085321,-17.264640,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
28.800000,213.148699,116.501808,1296.958664,6.202498,-3.152199,-17.268423,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
29.250000,215.933791,115.069880,1289.187336,6.175678,-3.211198,-17.270779,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
29.700000,218.706788,113.612861,1281.415196,6.147105,-3.262898,-17.271885,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
30.150000,221.466802,112.133918,1273.642778,6.117461,-3.308171,-17.271933,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
30.600000,224.213045,110.636093,1265.870584,6.087346,-3.347835,-17.271100,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
31.050000,226.945332,109.121729,1258.098961,6.056791,-3.382364,-17.269501,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
31.500000,229.663695,107.592918,1250.328201,6.025622,-3.412108,-17.267228,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
31.950000,232.368056,106.051683,1242.558579,5.993743,-3.437430,-17.264368,0.690929,-0.612767,-0.173165,-0.342256,-0.412701,-0.372271,0.000000
