# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,668.000000,0.000000,0.000000,0.000000,0.890343,-0.040027,0.020368,-0.453070,0.000000,0.000000,0.000000
0.450000,0.000335,0.000244,668.004596,0.017575,0.012797,0.241309,0.890343,-0.040027,0.020368,-0.453070,-0.000000,0.000000,0.000000
0.900000,0.288569,0.210116,671.962039,1.715287,1.248953,23.550901,0.890343,-0.040027,0.020368,-0.453070,-0.000000,0.000001,0.000000
1.350000,1.908399,1.381788,693.229310,5.693888,4.207494,74.522724,0.890477,-0.041339,0.015397,-0.452885,0.010559,-0.054616,0.000000
1.800000,5.176657,4.037178,737.561498,8.283210,7.392592,116.521447,0.890707,-0.047334,-0.001888,-0.452103,0.005250,-0.080868,0.000000
2.250000,9.005634,7.730766,792.720460,8.575625,8.670724,124.482281,0.890598,-0.051219,-0.005849,-0.451860,-0.016300,0.035014,0.000000
2.700000,12.875988,11.667558,848.054275,8.653750,8.756509,121.140490,0.890480,-0.049775,0.002673,-0.452283,-0.002768,0.007910,0.000000
3.150000,16.791342,15.583788,901.561762,8.718207,8.651997,116.517029,0.890500,-0.052394,-0.003466,-0.451943,0.001710,-0.048375,0.000000
3.600000,20.696975,19.463830,952.811043,8.627068,8.591125,111.136177,0.890404,-0.056172,-0.008685,-0.451607,-0.010184,-0.001146,0.000000
4.050000,24.561522,23.308131,1001.556797,8.563714,8.479945,105.511965,0.890285,-0.057107,-0.005143,-0.451781,-0.008977,0.012136,0.000000
4.500000,28.413421,27.086322,1047.781556,8.555171,8.305330,99.904488,0.890207,-0.058725,-0.005550,-0.451722,-0.003219,-0.022178,0.000000
4.950000,32.255702,30.785581,1091.468775,8.514550,8.144891,94.284693,0.890099,-0.062413,-0.010838,-0.451343,-0.006070,-0.027320,0.000000
5.400000,36.072960,34.422889,1132.657991,8.451520,8.023817,88.800138,0.889923,-0.065966,-0.013450,-0.451116,-0.011141,-0.007520,0.000000
5.850000,39.865467,38.006461,1171.408000,8.409256,7.900571,83.442564,0.889735,-0.068634,-0.012856,-0.451106,-0.011716,-0.002527,0.000000
6.300000,43.644963,41.531458,1207.773652,8.390626,7.765427,78.200987,0.889539,-0.071649,-0.013361,-0.451009,-0.010306,-0.014906,0.000000
6.750000,47.417212,44.996347,1241.804581,8.373716,7.636605,73.063919,0.889296,-0.075849,-0.016493,-0.450696,-0.010950,-0.025316,0.000000
7.200000,51.179953,48.407092,1273.545234,8.348374,7.525140,68.020664,0.888970,-0.080958,-0.020466,-0.450288,-0.013929,-0.025406,0.000000
7.650000,54.930323,51.770972,1303.036056,8.320263,7.426858,63.063283,0.888559,-0.086444,-0.023506,-0.449930,-0.017426,-0.020875,0.000000
8.100000,58.668900,55.092026,1330.313965,8.296430,7.333954,58.184338,0.888070,-0.092210,-0.025496,-0.449643,-0.020420,-0.018911,0.000000
8.550000,62.397710,58.371976,1355.412647,8.276817,7.243969,53.376761,0.887483,-0.098568,-0.027144,-0.449357,-0.023667,-0.020480,0.000000
